Order_ID,Customer_Name,Company_Name,Service,City,Revenue
2821,Sathvik Karpe,Bajaj and Sons,Social Media Marketing,Mumbai,184243
2822,Nidra Kalita,Prabhakar-Yohannan,SEO,Jaipur,55626
2823,Sneha Ben,"Uppal, Gara and Palan",SEO,Ahmedabad,71222
2824,Qasim Bakshi,"Barman, Kuruvilla and Sathe",Google Ads,Kolkata,204295
2825,Unni Chatterjee,"Wason, Ravel and Kumer",Website Development,Hyderabad,152066
2826,Chasmum Mukherjee,Bail Ltd,Website Development,Jaipur,32425
2827,Odika Johal,Pingle-Jaggi,Google Ads,Jaipur,133678
2828,Yash Chaudhari,Palan and Sons,Google Ads,Delhi,65291
2829,Inaya Dugal,Raju LLC,Meta Ads,Ahmedabad,116871
2830,Keya Bhagat,Golla-Kar,Google Ads,Mumbai,152820
2831,Shivani Madan,"Oza, Samra and Sheth",AI Chatbot Development,Kolkata,59696
2832,Dalaja Setty,"Goyal, Walla and Saini",Email Marketing,Hyderabad,243862
2833,Rajata Master,Sur-Chawla,Social Media Marketing,Hyderabad,104916
2834,Ekapad Wagle,"Sathe, Som and Modi",Google Ads,Hyderabad,52708
2835,Darika Pillai,Prabhakar-Balakrishnan,Content Marketing,Ahmedabad,194406
2836,Falak Sha,Joshi-Sunder,SEO,Hyderabad,158760
2837,Adweta Bala,Ravi-Patla,Meta Ads,Kolkata,56384
2838,Kiaan Gokhale,Ram-Choudhury,Email Marketing,Bangalore,225853
2839,Jairaj Apte,Tata Group,Meta Ads,Kolkata,76848
2840,Aarnav Karnik,Srinivasan and Sons,Meta Ads,Ahmedabad,134497
2841,Aditya Hari,Dalal-D’Alia,Google Ads,Kolkata,155788
2842,Adweta Iyer,Bhattacharyya LLC,Google Ads,Jaipur,58230
2843,Abhimanyu Basu,"Bail, Uppal and Raval",Google Ads,Hyderabad,253770
2844,Dakshesh Panchal,Khosla Group,SEO,Kolkata,98042
2845,Kai Sharaf,Bandi Ltd,SEO,Jaipur,224725
2846,Abhiram Khalsa,Yadav-Sarin,AI Chatbot Development,Mumbai,192926
2847,Anmol Chanda,Ganguly Inc,Content Marketing,Jaipur,290209
2848,Darsh Mallick,Badami-Kale,Email Marketing,Kolkata,248619
2849,Nitara Vyas,Ramachandran and Sons,Content Marketing,Delhi,138408
2850,Jagrati Sane,"Dubey, Batta and Dada",SEO,Ahmedabad,272741
2851,Raghav Mammen,Subramaniam and Sons,Google Ads,Pune,194818
2852,Om Saraf,"Sridhar, Walia and Pillay",AI Chatbot Development,Ahmedabad,48937
2853,Ekbal Sinha,Borah PLC,Google Ads,Pune,198290
2854,Rachana Koshy,Char-Raja,Google Ads,Kolkata,172021
2855,Nitara Parmer,Som and Sons,Website Development,Mumbai,40620
2856,Isaac Ramakrishnan,Pingle LLC,Content Marketing,Bangalore,176694
2857,Vedhika Choudhry,"Datta, Karan and Barad",Content Marketing,Delhi,208356
2858,Nathaniel Din,"Narain, Zacharia and Guha",Email Marketing,Delhi,249629
2859,Jasmit Chand,Sarraf-Oak,Website Development,Mumbai,38716
2860,Abhiram Kanda,Vaidya-Pal,Website Development,Jaipur,145034
2861,Hema Memon,Narasimhan Ltd,Email Marketing,Ahmedabad,53026
2862,Ekaraj Varty,Sarma-Sachdev,AI Chatbot Development,Kolkata,299938
2863,Inaya Wadhwa,Ray Ltd,Email Marketing,Jaipur,39421
2864,Arin Mukhopadhyay,Ramaswamy-Zacharia,Social Media Marketing,Jaipur,197061
2865,Pratyush Trivedi,Pillay-Gole,SEO,Ahmedabad,81964
2866,Atharv Kadakia,Dar-Subramanian,Website Development,Kolkata,98094
2867,Atharv Chowdhury,"Peri, Mukherjee and Pandit",Website Development,Delhi,39334
2868,Mitali Chandra,"Dhawan, Batta and Guha",Meta Ads,Kolkata,29994
2869,Nachiket Lal,"Andra, Ghosh and Chaudhari",Email Marketing,Jaipur,147235
2870,Bhavna Vohra,"Lanka, Gera and Sen",Meta Ads,Jaipur,110308
2871,Nandini Edwin,"Saini, Puri and Dora",SEO,Hyderabad,71009
2872,Aradhana Biswas,"Lall, Kala and Sule",Email Marketing,Mumbai,53532
2873,Vrishti Sampath,Gulati-Narayanan,Google Ads,Delhi,280646
2874,Kai Kashyap,Luthra Group,Website Development,Delhi,126242
2875,Kashvi Divan,Halder Group,Content Marketing,Pune,230768
2876,Rachana Chana,Natarajan Group,Social Media Marketing,Delhi,92000
2877,Shravya Uppal,Dutta Group,Social Media Marketing,Bangalore,43900
2878,Dhriti Kata,Bhatia-Bhasin,Meta Ads,Pune,53146
2879,Om Jhaveri,"Shere, Banerjee and Chaudry",Google Ads,Hyderabad,94048
2880,Fiyaz Thakkar,Krishna-Madan,Content Marketing,Mumbai,213948
2881,Radhika Ram,"Sachdev, Varkey and Ravel",Meta Ads,Kolkata,147739
2882,Libni Bajaj,"Bala, Kade and Mane",SEO,Mumbai,72411
2883,Ati Ray,Pingle Group,Content Marketing,Mumbai,28194
2884,Samesh Bahri,"Sarraf, Bora and Sridhar",Email Marketing,Delhi,23329
2885,Garima Seth,"Mane, Divan and Tak",SEO,Mumbai,66735
2886,Laban Gala,Thaman LLC,AI Chatbot Development,Ahmedabad,269567
2887,Henry Din,Khosla Group,Meta Ads,Bangalore,95019
2888,Anthony Reddy,Raman and Sons,AI Chatbot Development,Kolkata,236023
2889,Timothy Dubey,"Ganguly, Naidu and Loke",Website Development,Mumbai,39724
2890,Baghyawati Sha,"Ramesh, Murty and Raj",Meta Ads,Kolkata,66148
2891,Chaman Nath,"Gulati, Sha and Sawhney",AI Chatbot Development,Pune,239564
2892,Reyansh Palan,"Srinivas, Gera and Balan",SEO,Bangalore,120612
2893,Divya Badami,Dora Group,Google Ads,Delhi,209740
2894,Vaishnavi Bajaj,Tiwari-Kalla,Website Development,Kolkata,129108
2895,Brijesh Jain,Chhabra LLC,AI Chatbot Development,Jaipur,121564
2896,Hardik Gokhale,"Chandra, Kala and Tella",Google Ads,Mumbai,268728
2897,Inaya Parmer,Raval-Purohit,Email Marketing,Mumbai,103760
2898,Lakshit Wadhwa,Radhakrishnan LLC,SEO,Jaipur,210942
2899,Inaya Palan,"Dixit, Doshi and Malhotra",AI Chatbot Development,Bangalore,247893
2900,Maanas Varghese,Aggarwal Ltd,AI Chatbot Development,Pune,257579
2901,Frado Naidu,Sarraf PLC,SEO,Delhi,47502
2902,Ekta Sankaran,Manda-Sangha,Meta Ads,Mumbai,35238
2903,Diya Comar,Padmanabhan-Suri,Email Marketing,Delhi,57150
2904,Gautami Sengupta,Merchant-Swaminathan,Website Development,Kolkata,190903
2905,Xalak Chhabra,Bajwa-Bansal,Content Marketing,Bangalore,190752
2906,Daksha Kunda,Bedi and Sons,Website Development,Delhi,190987
2907,Rajeshri Ray,Modi-Arora,Website Development,Delhi,144318
2908,Gauri Pandya,Doctor-Devi,Content Marketing,Bangalore,216887
2909,Ishita Sabharwal,Jha LLC,Website Development,Delhi,266934
2910,Adya Chaudhuri,Sharma-Rajagopalan,Email Marketing,Jaipur,248518
2911,Liam Basak,Devi Group,Meta Ads,Bangalore,258546
2912,Brinda Ray,Vohra-Srivastava,Meta Ads,Ahmedabad,215813
2913,Fitan Rau,Sangha and Sons,Meta Ads,Kolkata,121793
2914,Radha Lall,Raval Group,Social Media Marketing,Hyderabad,126016
2915,Daksh Gupta,Om-Sharaf,Social Media Marketing,Mumbai,36826
2916,Victor Dutt,Mohanty Ltd,SEO,Hyderabad,91566
2917,Aadi Nayar,Dubey-Karnik,Google Ads,Kolkata,260427
2918,Harita Bajwa,Parmer-Mohan,Content Marketing,Mumbai,200132
2919,Ijaya Devi,Doctor LLC,Website Development,Hyderabad,102202
2920,Krishna Mital,Sinha-Char,Meta Ads,Bangalore,65337
2921,Chatresh Srinivas,Mani Ltd,Content Marketing,Kolkata,133478
2922,Manya Bala,"Din, Vohra and Bobal",Email Marketing,Kolkata,166365
2923,Meghana Saini,Rama Ltd,SEO,Ahmedabad,149317
2924,Pushti Brar,Srivastava-Butala,Website Development,Pune,247671
2925,Ranveer Sarkar,Behl-Sangha,Website Development,Mumbai,22662
2926,Michael Sarma,Nadig-Sandal,Content Marketing,Jaipur,41002
2927,George Buch,Dutta-Suresh,Email Marketing,Jaipur,243188
2928,Ijaya Singhal,Vig PLC,Content Marketing,Kolkata,71379
2929,Ikbal Basak,Hari-Sastry,Email Marketing,Kolkata,146097
2930,Dayamai Chana,Nair Inc,Google Ads,Jaipur,233184
2931,Manbir Din,"Grover, Mann and Ray",Website Development,Mumbai,207907
2932,Warhi Jayaraman,Bedi and Sons,AI Chatbot Development,Bangalore,67568
2933,Ansh Dubey,"Dass, Johal and Loyal",SEO,Kolkata,179822
2934,Ridhi Majumdar,Raghavan and Sons,Meta Ads,Kolkata,32799
2935,Chatresh Krishnamurthy,Chadha-Seth,Email Marketing,Kolkata,92678
2936,Benjamin Rana,Das-Narula,Content Marketing,Mumbai,214207
2937,Vritti Gola,Murty and Sons,Email Marketing,Jaipur,57066
2938,Faqid Parikh,Boase-Palla,Content Marketing,Pune,298355
2939,Arjun Sarma,Sha-Bahri,SEO,Hyderabad,243295
2940,Zayan Bahri,Sethi Group,AI Chatbot Development,Bangalore,62445
2941,Wakeeta Narula,Dugar-Narang,Social Media Marketing,Jaipur,289870
2942,Brinda Kumer,"Date, Sen and Bhatia",Social Media Marketing,Jaipur,78178
2943,Advika Joshi,Palla-Mander,Content Marketing,Pune,263978
2944,Meghana Dada,"Kurian, Oza and Atwal",SEO,Pune,212116
2945,Jatin Kari,"Sinha, Balan and Balay",Meta Ads,Delhi,127328
2946,Udarsh Mahal,Banik-Rai,Meta Ads,Pune,145112
2947,Ijaya Chaudhary,Sachdev Group,Google Ads,Kolkata,129992
2948,Arjun Karnik,"Sarraf, Sridhar and Prabhu",Website Development,Pune,204922
2949,Naveen Chacko,Bhavsar-Chandran,AI Chatbot Development,Ahmedabad,165303
2950,Alka Badami,Sarma LLC,SEO,Delhi,215461
2951,Upadhriti Chand,Shroff-Misra,Social Media Marketing,Kolkata,274922
2952,Varenya Mitra,Parmar-Shan,Google Ads,Kolkata,298871
2953,Avi Shankar,Sarraf-Zachariah,AI Chatbot Development,Kolkata,213014
2954,Arunima Vig,Sachdev PLC,Google Ads,Bangalore,260057
2955,Gagan Ramakrishnan,Sharaf PLC,Google Ads,Delhi,224830
2956,Rachit Purohit,"Shanker, Nadig and Agrawal",Meta Ads,Hyderabad,60342
2957,Jagrati Bora,Nagar-Ramachandran,Google Ads,Mumbai,164673
2958,Dev Bhargava,Banerjee Ltd,Google Ads,Mumbai,280219
2959,Faraj Parmer,Badami and Sons,Meta Ads,Bangalore,292990
2960,Idika Mannan,Devan-Nadig,SEO,Hyderabad,238385
2961,Hredhaan Rattan,Deol-Soman,Meta Ads,Kolkata,201770
2962,Warda Sahota,Rout and Sons,Content Marketing,Kolkata,31262
2963,Bhavna Seth,Brahmbhatt and Sons,AI Chatbot Development,Bangalore,53003
2964,Bhavika Bahri,Ganesh and Sons,SEO,Bangalore,292430
2965,Nathan Kumar,"Bir, Manne and Gopal",Social Media Marketing,Ahmedabad,199721
2966,Bhavna Malhotra,Virk Inc,Social Media Marketing,Kolkata,297959
2967,Wridesh Ramakrishnan,Aurora-Karpe,Email Marketing,Kolkata,179426
2968,Ekiya Balasubramanian,Sachdev-Joshi,Meta Ads,Hyderabad,110039
2969,Irya Dayal,Pai PLC,AI Chatbot Development,Bangalore,273882
2970,Hemani Ahluwalia,"Warrior, Varkey and Deshmukh",Social Media Marketing,Hyderabad,44808
2971,Aarush Mistry,Swaminathan LLC,Meta Ads,Pune,169098
2972,Zarna Tata,Dada LLC,Email Marketing,Mumbai,104300
2973,Riya Agrawal,Palan Ltd,AI Chatbot Development,Mumbai,111938
2974,Avi Mahal,"Sen, Pingle and Ganguly",Meta Ads,Mumbai,144730
2975,Fariq Atwal,Singhal-Mangal,Google Ads,Jaipur,186003
2976,Chanchal Nagarajan,Shan-Parekh,Meta Ads,Kolkata,156528
2977,Kalpit Ratta,Narasimhan Inc,Social Media Marketing,Mumbai,127560
2978,Pavani Dhar,Murty and Sons,SEO,Pune,200274
2979,Bimala Kamdar,Ahuja Ltd,Meta Ads,Pune,255105
2980,Aarna Nagi,Kakar Inc,Meta Ads,Hyderabad,83695
2981,Harshil Walia,Lanka-Pandey,SEO,Ahmedabad,281838
2982,Bina Bajaj,Patil-Grover,Meta Ads,Kolkata,187886
2983,Xavier Dada,Bose Inc,Meta Ads,Jaipur,286028
2984,Krishna Chad,Amble Inc,Social Media Marketing,Hyderabad,268465
2985,Nidra Walla,Yohannan LLC,AI Chatbot Development,Mumbai,251790
2986,Krish Morar,Saran-Nori,Social Media Marketing,Delhi,271124
2987,Bakhshi Kara,Memon-Taneja,SEO,Mumbai,81276
2988,Pratyush Ravi,"Tripathi, Wagle and Buch",AI Chatbot Development,Jaipur,230569
2989,Daniel Gera,Rout and Sons,Website Development,Kolkata,207377
2990,Triya Gupta,Talwar-Chad,Google Ads,Pune,48853
2991,Onkar Shan,"Merchant, Kaur and Sant",Website Development,Bangalore,165713
2992,Dakshesh Bhakta,"Dua, Trivedi and Rau",Website Development,Jaipur,63824
2993,Lopa Sunder,Kade-Mukherjee,Email Marketing,Delhi,288324
2994,Bahadurjit Randhawa,Karpe-Ramachandran,Content Marketing,Bangalore,277145
2995,Udant Chawla,"Mittal, Jha and Devi",Social Media Marketing,Jaipur,209301
2996,Gaurang Sant,"Arya, Murty and Kamdar",Content Marketing,Mumbai,244206
2997,Isha Kannan,Grewal Group,Social Media Marketing,Ahmedabad,215470
2998,Aradhana Aggarwal,Sastry Inc,SEO,Hyderabad,200837
2999,Falan Khosla,"Saraf, Rattan and Handa",Social Media Marketing,Hyderabad,253610
3000,Sara Tara,"Walla, Joshi and Dass",Google Ads,Bangalore,252899
3001,Netra Nanda,"Vala, Cheema and Patel",Content Marketing,Kolkata,171327
3002,Ryan Kade,"Patla, Saha and Rama",Meta Ads,Ahmedabad,237156
3003,Jai Mann,"Dutta, Borde and Warrior",Meta Ads,Delhi,95308
3004,Shivani Rajagopal,Cheema Inc,Website Development,Hyderabad,268833
3005,Jacob Sathe,Warrior-Jain,Social Media Marketing,Delhi,217012
3006,Anthony Sethi,Behl Inc,Google Ads,Jaipur,234675
3007,Meera Bhandari,Shah LLC,AI Chatbot Development,Ahmedabad,111694
3008,Chakrika Narain,Vig PLC,Email Marketing,Mumbai,124468
3009,Qadim Zacharia,"Tak, Bala and Desai",Meta Ads,Ahmedabad,171762
3010,Atharv Ganesh,Manda PLC,Email Marketing,Jaipur,178331
3011,Ira Gupta,Varma-Manne,AI Chatbot Development,Kolkata,262982
3012,Rayaan Upadhyay,"Rao, Badal and Banik",Website Development,Jaipur,21282
3013,Nidra Suri,Mandal Ltd,Meta Ads,Hyderabad,177375
3014,Manbir Agarwal,"Jhaveri, Soman and Bhargava",Email Marketing,Delhi,170831
3015,Yauvani Lanka,Loke-Bajaj,Content Marketing,Mumbai,277890
3016,Eta Rau,Dewan-Chopra,Website Development,Jaipur,82576
3017,Aditya Mitra,Jhaveri-Shankar,AI Chatbot Development,Kolkata,54983
3018,Ekani Varghese,"Rege, Ray and Keer",Social Media Marketing,Kolkata,248625
3019,Abeer Bora,"Salvi, Memon and Tak",AI Chatbot Development,Kolkata,82696
3020,Damini Pall,Balay Inc,Social Media Marketing,Jaipur,156072
3021,Deepa Ratti,Prasad Group,Meta Ads,Jaipur,96617
3022,Patrick Srivastava,"Baria, Toor and Mani",Social Media Marketing,Kolkata,91039
3023,Vrinda Chahal,Nazareth LLC,Social Media Marketing,Mumbai,47728
3024,Urishilla Uppal,Andra Ltd,AI Chatbot Development,Pune,239946
3025,Vanya Choudhry,"Samra, Borde and Mani",Social Media Marketing,Jaipur,171968
3026,Jackson Kant,Jain-Chatterjee,AI Chatbot Development,Delhi,289414
3027,Viraj Mitra,Dani-Kaur,Website Development,Mumbai,69549
3028,Yauvani Bains,Iyengar-Khurana,Meta Ads,Pune,185785
3029,Dayamai Hans,Mody Inc,AI Chatbot Development,Hyderabad,210066
3030,Praneel Narasimhan,Bose-Nazareth,Google Ads,Pune,95349
3031,Udant Biswas,Dugal Group,SEO,Mumbai,291670
3032,Kabir Rama,Narayan LLC,AI Chatbot Development,Pune,274226
3033,Ethan Shah,"Sahota, Datta and Koshy",Content Marketing,Pune,105474
3034,Laksh Dara,Padmanabhan-Wagle,Google Ads,Bangalore,101031
3035,Vasudha Comar,Chandra-Dhaliwal,Website Development,Bangalore,295593
3036,Theodore Kade,Hora Inc,Google Ads,Ahmedabad,261430
3037,Saanvi Krishnamurthy,Mand Inc,Google Ads,Delhi,88803
3038,George Kumer,Sen LLC,SEO,Kolkata,202562
3039,Utkarsh Kamdar,Din-Sastry,AI Chatbot Development,Pune,92883
3040,Oviya Padmanabhan,Kaur-Master,Email Marketing,Pune,110286
3041,Xalak Sridhar,Ahuja-Trivedi,AI Chatbot Development,Jaipur,82178
3042,Zansi Borah,Shukla Inc,Website Development,Mumbai,94637
3043,Aarna Pau,"Cherian, Bains and Sathe",Website Development,Hyderabad,85716
3044,Veda Kakar,Shere Group,Website Development,Mumbai,61211
3045,Krisha Pathak,Sethi-Shah,Content Marketing,Delhi,60755
3046,Widisha Nagar,Mane and Sons,SEO,Kolkata,246097
3047,Rachit Contractor,Parikh-Kara,SEO,Bangalore,76527
3048,Reyansh Shanker,"Ahluwalia, Ahluwalia and Sridhar",SEO,Jaipur,265934
3049,Nimrat Verma,Jani PLC,Google Ads,Hyderabad,42691
3050,Urmi Agarwal,Raju-Devi,Google Ads,Hyderabad,25385
3051,Yash Nagar,Seshadri Group,Google Ads,Delhi,127689
3052,William Johal,"Wason, Mall and Borra",Website Development,Mumbai,204304
3053,Janaki Garg,Hans-Mittal,SEO,Delhi,96313
3054,Xiti Mittal,"Prabhu, Chander and Soni",AI Chatbot Development,Pune,204655
3055,Zansi Balasubramanian,Kannan-Cheema,Meta Ads,Bangalore,284717
3056,Krishna Kala,"Choudhury, Loke and Dugar",Google Ads,Delhi,27331
3057,Onkar Seth,Chahal-Bhavsar,Website Development,Bangalore,167774
3058,Girindra Brahmbhatt,Menon-Subramaniam,Meta Ads,Jaipur,71739
3059,Jasmit Kumer,Deshmukh and Sons,Website Development,Kolkata,212132
3060,Fitan Verma,Lanka Ltd,Meta Ads,Kolkata,76268
3061,Widisha Radhakrishnan,Ratta Inc,Meta Ads,Pune,219027
3062,Hemang Sem,Mane and Sons,Content Marketing,Bangalore,289615
3063,Michael Deol,Bhagat-Chandra,Website Development,Ahmedabad,79163
3064,Amol Dalal,Sura Group,Social Media Marketing,Delhi,264266
3065,Jeet Dass,Varughese PLC,Google Ads,Mumbai,279950
3066,Warhi Viswanathan,Jhaveri PLC,Social Media Marketing,Hyderabad,41290
3067,Gautami Kulkarni,Hayer Inc,Google Ads,Pune,278847
3068,Sai Jani,Krish Inc,Google Ads,Ahmedabad,168694
3069,Chakradev Lanka,Shan-Bajwa,Email Marketing,Hyderabad,252760
3070,Eshana Dave,Khosla and Sons,Website Development,Ahmedabad,172352
3071,Yuvraj Khalsa,Ramakrishnan-Muni,Content Marketing,Bangalore,56495
3072,Triya Singhal,Bhat Inc,Email Marketing,Pune,114003
3073,Champak Yogi,Tank Group,SEO,Kolkata,75140
3074,Hemal Sampath,Kant-Ben,Content Marketing,Kolkata,294025
3075,Vasana Golla,Sarraf-Jain,Google Ads,Delhi,95165
3076,Ekaraj Bhagat,"Sandal, Brar and Gopal",Content Marketing,Ahmedabad,73331
3077,Vidhi Dhar,"Randhawa, Lal and Chaudhary",Meta Ads,Delhi,210688
3078,Anjali Vala,Cheema-Sarma,Website Development,Pune,124995
3079,Balvan Shah,"Rastogi, Madan and Taneja",Content Marketing,Delhi,142090
3080,Champak Gera,Patil-Yohannan,Content Marketing,Kolkata,166023
3081,Tanvi Bumb,Khosla-Mann,AI Chatbot Development,Ahmedabad,206697
3082,Aadhya Aurora,Sethi-Saraf,Email Marketing,Ahmedabad,274034
3083,Avni Kohli,"Krishnamurthy, Parmer and Dutta",AI Chatbot Development,Mumbai,258359
3084,Imaran Arya,Sandal Group,Google Ads,Delhi,151433
3085,Chaman Bhatt,"Atwal, Panchal and Mahajan",Email Marketing,Kolkata,141017
3086,Dayamai Puri,"Prasad, Parikh and Dhaliwal",Meta Ads,Jaipur,72220
3087,Ranveer Ganguly,Malhotra Ltd,SEO,Delhi,281166
3088,Faras Swamy,Nori-Majumdar,SEO,Mumbai,220609
3089,Daniel Loke,Hans Ltd,Social Media Marketing,Mumbai,178729
3090,Abeer Sura,"Mody, Sahota and Tak",Google Ads,Delhi,292602
3091,Oviya Nagi,Pau-Baral,Email Marketing,Kolkata,125870
3092,Ladli Prashad,"Sanghvi, Ravi and Banerjee",AI Chatbot Development,Kolkata,277032
3093,Fitan Balay,Dutta-Viswanathan,AI Chatbot Development,Pune,29264
3094,Ubika Bali,Sodhi-Baral,SEO,Ahmedabad,82460
3095,Peter Gandhi,Pall Inc,Content Marketing,Kolkata,184919
3096,Gunbir Suri,"Palla, Brar and Gupta",Content Marketing,Kolkata,260992
3097,Owen Nazareth,"Bakshi, Choudhary and Chad",SEO,Jaipur,112730
3098,Chaaya Pillay,Bhakta LLC,AI Chatbot Development,Mumbai,277676
3099,Zashil Suresh,Saini-Kumer,Content Marketing,Mumbai,183818
3100,Bishakha Konda,"Samra, Dugal and Mammen",Content Marketing,Kolkata,77347
3101,Jalsa Sant,"Sur, Saraf and Grewal",Email Marketing,Kolkata,269514
3102,Harrison Borde,Yadav-Tella,Meta Ads,Jaipur,225198
3103,Harshil Sarma,Lall LLC,AI Chatbot Development,Kolkata,218074
3104,Ethan Das,"Halder, Choudhary and Sachar",Social Media Marketing,Hyderabad,188025
3105,Hema Hayer,Kalla LLC,SEO,Jaipur,43655
3106,Aarini Atwal,"Pai, Issac and Karpe",Meta Ads,Pune,202911
3107,Hamsini Chad,"Devan, Chaudhari and Mishra",SEO,Pune,219530
3108,Wishi Korpal,"Suri, Sunder and Master",Google Ads,Ahmedabad,200954
3109,Jasmit Kothari,Malhotra-Bains,Social Media Marketing,Ahmedabad,204166
3110,Jagvi Solanki,"Talwar, Palla and Kuruvilla",SEO,Bangalore,149821
3111,Suhani Singhal,Memon LLC,Website Development,Hyderabad,64533
3112,Veda Dey,Chawla and Sons,Google Ads,Hyderabad,80015
3113,Ekansh Som,Menon PLC,Social Media Marketing,Mumbai,30334
3114,Faqid Ram,Om PLC,Social Media Marketing,Jaipur,261649
3115,Kabir Gupta,Dugal Ltd,Content Marketing,Ahmedabad,159785
3116,Gautami Parekh,Bahri Inc,SEO,Kolkata,31658
3117,Lipika Soni,Swamy LLC,Social Media Marketing,Ahmedabad,224630
3118,Chandran Memon,Pillai-Sheth,Social Media Marketing,Delhi,276040
3119,Saksham Bir,Dhingra-Hora,Google Ads,Bangalore,196143
3120,Bina Lalla,Sandhu-Babu,Email Marketing,Pune,107360
3121,Baghyawati Morar,"Khatri, Randhawa and Balasubramanian",AI Chatbot Development,Pune,248584
3122,Jack Dhar,Shanker and Sons,Website Development,Kolkata,59489
3123,Azad Mital,Wali-Mohanty,Website Development,Hyderabad,159017
3124,Kai Ganesan,"Kurian, Prabhakar and Murty",SEO,Hyderabad,230778
3125,Ethan Parmar,"Bhasin, Kohli and Keer",Website Development,Delhi,69667
3126,Chatura Joshi,Deshmukh Inc,Social Media Marketing,Hyderabad,55268
3127,Reyansh Mahajan,"Babu, Ganesan and Lal",Email Marketing,Ahmedabad,129963
3128,Advika Kibe,"Chahal, Swamy and Rana",Social Media Marketing,Delhi,178254
3129,Viraj Brahmbhatt,Kothari-Contractor,AI Chatbot Development,Ahmedabad,184287
3130,Charles Cherian,"Kakar, Gaba and Pai",Website Development,Ahmedabad,230921
3131,Pratyush Dora,Som-Singh,AI Chatbot Development,Kolkata,114686
3132,Madhavi Dugar,Varghese and Sons,SEO,Mumbai,281726
3133,Lopa Bajaj,"Dyal, Rama and Maharaj",Website Development,Kolkata,160475
3134,Devansh Sawhney,Baria Group,Content Marketing,Jaipur,293819
3135,Raksha Agrawal,Randhawa-Mangat,Website Development,Pune,262476
3136,Benjamin Mitra,"Garde, Kata and Prasad",Meta Ads,Bangalore,98891
3137,Benjamin Srinivasan,"Kohli, Sandal and Vora",AI Chatbot Development,Ahmedabad,235094
3138,Upadhriti Shetty,Pandit Inc,Social Media Marketing,Delhi,126723
3139,Faraj Bal,Srivastava Inc,Content Marketing,Hyderabad,170494
3140,Reva Nath,Date Ltd,Meta Ads,Hyderabad,143800
3141,Teerth Nayak,Kota and Sons,Content Marketing,Bangalore,79537
3142,Aarnav Gala,Bajwa-Chandra,Meta Ads,Bangalore,34524
3143,Dayamai Kari,Chad-Kar,Website Development,Hyderabad,263353
3144,Balendra Sachdev,"Raman, Kata and Hayer",Email Marketing,Ahmedabad,241259
3145,Abhiram Shankar,"Maharaj, Wadhwa and Seshadri",SEO,Bangalore,103549
3146,Zashil Kashyap,Yogi-Golla,AI Chatbot Development,Mumbai,35278
3147,Xalak Dugar,Kari-Kota,AI Chatbot Development,Hyderabad,112266
3148,Aarini Thaman,"Sule, Shenoy and Dhingra",SEO,Kolkata,30437
3149,Wahab Comar,"Uppal, Saini and Rao",SEO,Delhi,184576
3150,Yashvi Arya,"Venkatesh, Date and Sahota",AI Chatbot Development,Delhi,233388
3151,Gunbir Sharaf,Lad-Behl,Social Media Marketing,Delhi,228087
3152,Ekanta Sheth,Sethi-Amble,Meta Ads,Bangalore,78684
3153,Avi Bhattacharyya,Murty and Sons,Google Ads,Hyderabad,280283
3154,Nihal Palla,Divan-Konda,Google Ads,Bangalore,84108
3155,Nirja Mane,Saran and Sons,Social Media Marketing,Pune,224446
3156,Pratyush Sant,"Sundaram, Kota and Rout",Website Development,Ahmedabad,134299
3157,Rajata Pall,Walia and Sons,Meta Ads,Delhi,111831
3158,Arjun Devi,"Majumdar, Nagarajan and Raghavan",Website Development,Hyderabad,250411
3159,Upkaar Singhal,Raman PLC,Content Marketing,Hyderabad,49321
3160,Urmi Rajagopal,"Manne, Chana and Saini",Email Marketing,Pune,79224
3161,Mohammed Bora,"Pandey, Dalal and Chaudhari",Social Media Marketing,Ahmedabad,268960
3162,Lipika Rajagopal,"Kaul, Borde and Handa",Website Development,Hyderabad,95975
3163,Amara Dalal,Sunder-Nanda,Social Media Marketing,Kolkata,212801
3164,Zaitra Goswami,Munshi Group,AI Chatbot Development,Jaipur,38250
3165,Omaja Murty,"Subramanian, Kakar and Mani",SEO,Bangalore,152635
3166,Saksham Chhabra,"Chopra, Goyal and Dhar",Content Marketing,Hyderabad,210240
3167,Jeremiah Tara,Kapur-Lanka,Google Ads,Bangalore,251946
3168,Indali Mishra,Sibal-Chowdhury,Content Marketing,Jaipur,226032
3169,Kashvi Yohannan,"Bansal, Srinivas and Golla",AI Chatbot Development,Hyderabad,67317
3170,Ekbal Tandon,Krishnan-Chaudry,Website Development,Hyderabad,130303
3171,Rajeshri Bir,Kuruvilla Group,Meta Ads,Kolkata,186295
3172,Shravya Sha,Kalita-Dugar,Content Marketing,Jaipur,163674
3173,Chandran Varkey,"Vig, Chacko and Golla",Google Ads,Kolkata,266987
3174,Ekbal Subramanian,"Vyas, Vohra and Bajwa",Content Marketing,Pune,241441
3175,Tejas Lalla,"Dyal, Cheema and Bora",Google Ads,Mumbai,156823
3176,Diya Bahl,Pau PLC,Google Ads,Pune,240657
3177,Kashvi Prabhakar,"Sami, Kar and Magar",Social Media Marketing,Kolkata,34339
3178,Vedhika Kala,Bala-Agarwal,SEO,Mumbai,252471
3179,Bhavna Chadha,Kaul LLC,Meta Ads,Jaipur,230062
